asset,rule,direction,era,n,mean,excess
BNY,sweep_1,-1,1970,23,0.008218739248583358,0.010719020142864584
BNY,sweep_1,-1,1980,41,-0.024340118823976305,-0.012649883039818361
BNY,sweep_1,-1,1990,68,-0.018633440524738913,0.0011456189522898879
BNY,sweep_1,-1,2000,101,-0.0037083100907370028,-0.002379072963154196
BNY,sweep_1,-1,2010,87,0.00079137287358149928,0.0067635965365583283
BNY,sweep_1,-1,2020,71,-0.0093643968336905112,0.0077513997959558489
BNY,fvg_disp,1,1970,29,-0.0040661843762141688,-0.0065664652704953983
BNY,fvg_disp,1,1980,65,0.012678975521197473,0.00098873973703952878
BNY,fvg_disp,1,1990,52,0.017215771245940713,-0.0025632882310880861
BNY,fvg_disp,1,2000,35,0.0031218869172190918,0.0017926497896362914
BNY,fvg_disp,1,2010,51,0.0073895507827253524,0.0014173271197485209
BNY,fvg_disp,1,2020,37,0.0085034587638550211,-0.0086123378657913391
BNY,fvg_disp,-1,1970,30,-0.006900421623125234,-0.0044001407288440063
BNY,fvg_disp,-1,1980,37,-0.0077834114472708632,0.0039068243368870804
BNY,fvg_disp,-1,1990,34,-0.026102492794815798,-0.0063234333177869936
BNY,fvg_disp,-1,2000,35,-0.025716520418864616,-0.024387283291281814
BNY,fvg_disp,-1,2010,34,-0.025305674581087557,-0.019333450918110728
BNY,fvg_disp,-1,2020,14,-0.030357640656373568,-0.013241844026727205
BNY,sweep_fvg,1,1970,8,0.021894128319060333,0.019393847424779107
BNY,sweep_fvg,1,1980,8,-0.010864956115149482,-0.022555191899307426
BNY,sweep_fvg,1,1990,13,0.034837433359566933,0.015058373882538124
